id,name,title,organization,groups,num_resources,formats,metadata_modified,license_id,url_portal,first_resource_url,first_resource_format,tema_principal,todos_los_temas,keywords_encontradas,notes_preview
80fac6be-310e-4293-aefc-02322c4a1c39,t248672-daily,"Dades diàries del sensor de soroll ubicat al barri de Russafa, en el carrer Puerto Rico, 21",Ajuntament de València,medio-ambiente,1,CSV,2025-05-20,cc-by,https://opendata.vlci.valencia.es/dataset/t248672-daily,https://datosbi.vlci.valencia.es/pentaho/plugin/cda/api/doQuery?path=/public/vlci/datosabiertos/calidadambiental_sonometros_ruzafa_diarios.cda&dataAccessId=sqlSonometrosRuzafaDaily&paramid=T248672-daily&outputType=CSV&_TRUST_USER_=publicoda,CSV,contexto,contexto,"contexto=barri,carrer","Dades diàries del sensor de soroll ubicat al barri de Russafa i en concret en el carrer Puerto Rico, 21 (T248672). La seua ubicació exacta és: 39.4609867, -0.3761412000000064.    A continuació s'explica cadascuna de les columnes del recurs.    * RecvTime: Dada proporcionat per la plataforma de ciuta"
3f3a91a3-70b0-43af-b61f-82fdc8da03b9,t248669-daily,"Dades diàries del sensor de soroll ubicat al barri de Russafa, en el carrer Doctor Serrano, 21",Ajuntament de València,medio-ambiente,1,CSV,2025-05-20,cc-by,https://opendata.vlci.valencia.es/dataset/t248669-daily,https://datosbi.vlci.valencia.es/pentaho/plugin/cda/api/doQuery?path=/public/vlci/datosabiertos/calidadambiental_sonometros_ruzafa_diarios.cda&dataAccessId=sqlSonometrosRuzafaDaily&paramid=T248669-daily&outputType=CSV&_TRUST_USER_=publicoda,CSV,contexto,contexto,"contexto=barri,carrer","Dades diàries del sensor de soroll ubicat al barri de Russafa i en concret en el carrer Doctor Serrano, 21 (T248669). La seua ubicació exacta és: 39.4626872, -0.3737806999999975.    A continuació s'explica cadascuna de les columnes del recurs.    * RecvTime: Dada proporcionat per la plataforma de ci"
466e1b85-eb8a-4454-ae7c-c1955e6b1533,t248661-daily,"Dades diàries del sensor de soroll ubicat al barri de Russafa, en el carrer General Prim, chaflà amb Donoso Cortés",Ajuntament de València,medio-ambiente,1,CSV,2025-05-20,cc-by,https://opendata.vlci.valencia.es/dataset/t248661-daily,https://datosbi.vlci.valencia.es/pentaho/plugin/cda/api/doQuery?path=/public/vlci/datosabiertos/calidadambiental_sonometros_ruzafa_diarios.cda&dataAccessId=sqlSonometrosRuzafaDaily&paramid=T248661-daily&outputType=CSV&_TRUST_USER_=publicoda,CSV,contexto,contexto,"contexto=barri,carrer","Dades diàries del sensor de soroll ubicat al barri de Russafa i en concret en el carrer General Prim, chaflà amb Donoso Cortés (T248661). La seua ubicació exacta és: 39.4625622, -0.370427100000029.    A continuació s'explica cadascuna de les columnes del recurs.    * RecvTime: Dada proporcionat per "
ff7e9c3f-677c-405b-beb4-2123829401d9,t248679-daily,"Dades diàries del sensor de soroll ubicat al barri de Russafa, en el carrer Matías Perelló, amb carrer Doctor Sumsi",Ajuntament de València,medio-ambiente,1,CSV,2025-05-20,cc-by,https://opendata.vlci.valencia.es/dataset/t248679-daily,https://datosbi.vlci.valencia.es/pentaho/plugin/cda/api/doQuery?path=/public/vlci/datosabiertos/calidadambiental_sonometros_ruzafa_diarios.cda&dataAccessId=sqlSonometrosRuzafaDaily&paramid=T248679-daily&outputType=CSV&_TRUST_USER_=publicoda,CSV,contexto,contexto,"contexto=barri,carrer","Dades diàries del sensor de soroll ubicat al barri de Russafa i en concret en el carrer Matías Perelló, amb carrer Doctor Sumsi (T248679). La seua ubicació exacta és: 39.4614718, -0.36814430000003995.    A continuació s'explica cadascuna de les columnes del recurs.    * RecvTime: Dada proporcionat p"
de9261a8-f1dc-49d6-9902-d0d4bf8287be,urban-area-by-neighborhoods,Superfície urbana per barris,Ajuntament de València,,1,CSV,2022-12-21,cc-by,https://opendata.vlci.valencia.es/dataset/urban-area-by-neighborhoods,https://opendata.vlci.valencia.es/dataset/de9261a8-f1dc-49d6-9902-d0d4bf8287be/resource/c3a55164-920d-4653-96c3-c569f8e7f461/download/dataset_sol_urbanitzable.csv,CSV,contexto,contexto,contexto=barri,Superfície classificada com SU pel PGOU 1988. En les superfícies de les taules no s'inclou: La superfície de sòls transformats per planejament de desenvolupament posteriorment a l'aprovació del PGOU i classificats com SUNP o SUP   
c1a52dbf-898a-4fb5-94c2-c33a1d9fe963,gardens-and-green-spaces,Jardins i espais verds,Ajuntament de València,,18,CSV|DWG|GML|JSON|KML|SHZ,2022-05-26,cc-by,https://opendata.vlci.valencia.es/dataset/gardens-and-green-spaces,https://geoportal.valencia.es/apps/OpenData/MedioAmbiente/JARD_ESP_VERDES_ACT.csv,CSV,contexto,contexto,contexto=barri,Jardins i espais verds a la ciutat de València amb les següents dades:    - Ubicació  - Barri  - Tipologia
2cd0c2be-7764-4c97-b509-cce6eaf773e4,talls-transit-falles,Talls trànsit falles (informació no actualitzada),Ajuntament de València,"cultura-ocio, turismo",8,CSV|DWG|GEOJSON|GML|KML|SHZ|WFS|WMS,2022-05-04,cc-by,https://opendata.vlci.valencia.es/dataset/talls-transit-falles,https://geoportal.valencia.es/server/services/OPENDATA/Turismo/MapServer/WFSServer?service=WFS&version=1.1.0&request=GetFeature&typename=Zones_mobilitat_reduïda___Zonas_mobilidad_reducida,WFS,contexto,contexto,contexto=carrer,Talls de carrer en la festa de FALLES
6fe951c4-a0ad-4bc2-ab8b-6b2443d6f75f,barraques-de-falles,Barraques de Falles (informació no actualitzada),Ajuntament de València,"cultura-ocio, turismo",8,CSV|DWG|GEOJSON|GML|KML|SHZ|WFS|WMS,2022-05-04,cc-by,https://opendata.vlci.valencia.es/dataset/barraques-de-falles,https://geoportal.valencia.es/server/services/OPENDATA/Turismo/MapServer/WFSServer?service=WFS&version=1.1.0&request=GetFeature&typename=Carpes_falles___Carpas_fallas,WFS,contexto,contexto,contexto=carrer,Localització de les barraques que s’instal·len en el carrer en FALLES
511c5ead-bdff-49d0-b1bd-411cb2086320,recursos-socials-dirigits-a-tota-la-poblacio,Recursos socials dirigits a tota la població,Ajuntament de València,sociedad-bienestar,8,CSV|DWG|GEOJSON|GML|KML|SHZ|WFS|WMS,2022-04-07,cc-by,https://opendata.vlci.valencia.es/dataset/recursos-socials-dirigits-a-tota-la-poblacio,https://geoportal.valencia.es/server/services/OPENDATA/SociedadBienestar/MapServer/WFSServer?service=WFS&version=1.1.0&request=GetFeature&typename=R.S._tota_la_població___R.S._toda_la_población,WFS,contexto,contexto,"contexto=poblacio,població,población","Recursos socials (administració pública, associacions, empreses de servicis…) en el municipi de València que presten servicis dirigits a la població en general    * Descripción: Descripció del recurs social.  * Titularidad: Titular del recurs, si ho té.  * idnotes: Identificador que enllaça amb la g"
694b7f70-b9ab-40f9-adcf-9075a083d988,eixos-lineals-dels-carrers,Eixos lineals dels carrers,Ajuntament de València,urbanismo-infraestructuras,8,CSV|DWG|GEOJSON|GML|KML|SHZ|WFS|WMS,2022-04-01,cc-by,https://opendata.vlci.valencia.es/dataset/eixos-lineals-dels-carrers,https://geoportal.valencia.es/server/services/OPENDATA/UrbanismoEInfraestructuras/MapServer/WFSServer?service=WFS&version=1.1.0&request=GetFeature&typename=Eixos_de_carrer___Ejes_de_calle,WFS,contexto,contexto,contexto=carrer,Àmbit que comprén el vial en qüestió.    * Codvia: Codi de la via.  * lf_add: Número de portal des de a l’esquerra  * lt_add: Número de portal fins a l’esquerra  * rf_add: Número de portal des de a la dreta  * rt_add: Número de portal fins a la dreta  * tipcalle: Tipus de carrer  * nomcalle: Descrip
