localId,anio_construccion,anio_ultima_reforma,uso
2054717YJ2725C,1889,1889,1_residential
2054718YJ2725C,1980,1980,3_industrial
2054719YJ2725C,1946,1946,1_residential
2054720YJ2725C,1889,1889,1_residential
2054721YJ2725C,1972,1972,1_residential
2054722YJ2725C,1985,1985,3_industrial
2054725YJ2715D,1889,1889,3_industrial
2054726YJ2715D,1974,1974,1_residential
2054727YJ2715D,1884,1884,1_residential
2054730YJ2725C,2006,2006,1_residential
2055401YJ2725E,1930,1930,1_residential
2055402YJ2725E,1928,1928,1_residential
2055403YJ2725E,1928,1928,3_industrial
2055404YJ2725E,1928,1928,1_residential
2055405YJ2725E,1929,1929,1_residential
2055406YJ2725E,1971,1971,1_residential
2055407YJ2725E,1972,1972,1_residential
2055408YJ2725E,1928,1928,1_residential
2055409YJ2725E,1946,1946,1_residential
2055410YJ2725E,1927,1927,1_residential
2055411YJ2725E,1928,1928,1_residential
2055412YJ2725E,1926,1926,1_residential
2055413YJ2725E,1889,1889,1_residential
2055414YJ2725E,1930,2000,3_industrial
2055415YJ2725E,1948,1948,1_residential
2055416YJ2725E,1926,2006,1_residential
2055417YJ2725E,1926,2006,1_residential
2055418YJ2725E,1926,2006,1_residential
2055419YJ2725E,1926,1926,1_residential
2055420YJ2725E,1926,1926,1_residential
2055421YJ2725E,1926,1926,3_industrial
2055422YJ2725E,1928,1928,1_residential
2055901YJ2725E,1969,1969,1_residential
2055902YJ2725E,1969,1969,1_residential
2055903YJ2725E,1924,1924,3_industrial
2055904YJ2725E,1924,1924,1_residential
2055905YJ2725E,1922,1922,1_residential
2055906YJ2725E,1918,1918,1_residential
2055907YJ2725E,1977,1977,1_residential
2055908YJ2725E,1982,1982,1_residential
2055909YJ2725E,1974,1974,1_residential
2055910YJ2725E,1919,1919,1_residential
2055911YJ2725E,1922,1922,1_residential
2055912YJ2725E,1988,1988,1_residential
2055914YJ2725E,2003,2003,1_residential
2055915YJ2725E,1908,1908,1_residential
2055918YJ2725E,2008,2008,1_residential
2055921YJ2725E,2009,2009,1_residential
2055922YJ2725E,2009,2009,1_residential
2055923YJ2725E,2008,2008,1_residential
2056201YJ2725E,1975,1975,1_residential
2056202YJ2725E,1952,2003,1_residential
2056203YJ2725E,1930,1930,1_residential
2056204YJ2725E,1918,1997,1_residential
2056205YJ2725E,1970,1970,1_residential
2056206YJ2725E,2000,2000,1_residential
2056207YJ2725E,1980,1980,1_residential
2056208YJ2725E,1924,1924,1_residential
2056209YJ2725E,1924,1924,1_residential
2056210YJ2725E,1920,1920,1_residential
2056211YJ2725E,1926,1926,1_residential
2056212YJ2725E,1940,1940,1_residential
2056213YJ2725E,1924,1924,1_residential
2056214YJ2725E,1929,1929,1_residential
2056215YJ2725E,1920,1920,1_residential
2056216YJ2725E,1968,1968,1_residential
2056217YJ2725E,1924,1924,1_residential
2057101YJ2715H,1978,1978,1_residential
2057102YJ2725G,1977,1977,1_residential
2057103YJ2725G,1922,1922,1_residential
2057104YJ2725G,1970,1970,1_residential
2057105YJ2725G,1976,1976,1_residential
2057301YJ2725G,1920,1920,1_residential
2057302YJ2725G,1991,1991,1_residential
2057303YJ2725G,1961,1961,1_residential
2057304YJ2725G,1978,1978,1_residential
2057305YJ2725G,1920,1920,1_residential
2057306YJ2725G,1920,1920,1_residential
2057307YJ2725G,1985,1985,1_residential
2057501YJ2725G,1971,1971,1_residential
2057502YJ2725G,1977,1977,1_residential
2057506YJ2725E,1975,1975,1_residential
2057507YJ2725E,1974,1974,1_residential
2057508YJ2725E,1972,1972,1_residential
2057509YJ2725E,1976,1976,1_residential
2057510YJ2725E,1929,1929,1_residential
2057511YJ2725E,1949,1949,4_3_publicServices
2057512YJ2725E,1962,1962,1_residential
2057513YJ2725E,1951,1951,1_residential
2057514YJ2725E,1975,1975,1_residential
2057515YJ2725E,2008,2008,1_residential
2058901YJ2725G,1915,1915,3_industrial
2059301YJ2725G,1910,1910,4_2_retail
2059302YJ2725G,1910,1910,3_industrial
2059303YJ2725G,1910,1910,3_industrial
2059304YJ2725G,1910,1910,1_residential
2059305YJ2725G,1997,1997,1_residential
2059307YJ2725G,1997,1997,1_residential
2059308YJ2725G,1972,1972,1_residential
2059309YJ2725G,1910,1910,3_industrial
2059310YJ2725G,1910,1910,1_residential
2059311YJ2725G,1915,1915,3_industrial
2059601YJ2715H,1971,1971,1_residential
2059602YJ2725G,1971,1971,1_residential
2059603YJ2725G,1930,1930,4_2_retail
2059604YJ2725G,2022,2022,1_residential
2059605YJ2725G,1965,1965,1_residential
2059606YJ2725G,2006,2006,1_residential
2059607YJ2725G,1991,1991,1_residential
2059608YJ2725G,1965,1965,1_residential
2059609YJ2725G,1977,1977,1_residential
2059610YJ2725G,1925,1925,1_residential
2059611YJ2725G,1925,2020,1_residential
2059612YJ2725G,1925,1925,1_residential
2059613YJ2725G,1928,1928,1_residential
2059614YJ2725G,1925,2003,1_residential
2059615YJ2725G,1927,1927,1_residential
2059616YJ2725G,1925,1925,1_residential
2059617YJ2725G,1924,1924,1_residential
2059618YJ2725G,2022,2022,1_residential
2059619YJ2715H,1977,1977,1_residential
2059620YJ2725G,1965,1965,1_residential
2059621YJ2725G,1965,1965,1_residential
2060301YJ2726A,2011,2011,1_residential
2060302YJ2726A,1970,1970,3_industrial
2060303YJ2726A,1980,1980,1_residential
2060304YJ2726A,1972,1972,1_residential
2060305YJ2726A,1982,1982,1_residential
2060306YJ2726A,1994,1994,1_residential
2060601YJ2726A,1920,1920,1_residential
2060602YJ2726A,1921,1921,1_residential
2060603YJ2726A,1975,1975,1_residential
2060604YJ2726A,1921,1921,1_residential
2060605YJ2726A,1958,1958,1_residential
2060606YJ2726A,1906,1906,3_industrial
2060607YJ2725G,1973,1973,1_residential
2060608YJ2725G,2000,2000,1_residential
2060609YJ2726A,1922,1922,1_residential
2060610YJ2726A,1929,1929,1_residential
2060611YJ2726A,1923,1923,1_residential
2060612YJ2726A,1923,1923,1_residential
2060613YJ2726A,1988,1988,3_industrial
2061801YJ2726A,1900,1900,3_industrial
2061802YJ2726A,1918,1918,1_residential
2061803YJ2726A,1918,1918,1_residential
2061804YJ2726A,1974,1974,1_residential
2061805YJ2726A,1923,1923,1_residential
2061806YJ2726A,1923,1923,1_residential
2061807YJ2726A,1924,1924,1_residential
2061808YJ2726A,1924,1924,4_2_retail
2061811YJ2726A,1924,1924,1_residential
2061812YJ2726A,1923,1923,1_residential
2061813YJ2726A,1923,1923,1_residential
2061814YJ2726A,2006,2006,1_residential
2153101YJ2725C,1889,1889,1_residential
2153102YJ2725C,1908,1908,4_2_retail
2153103YJ2725C,1889,1889,4_3_publicServices
2153702YJ2725C,1971,1971,1_residential
2153703YJ2725C,1977,1977,1_residential
2153704YJ2725C,1942,1942,1_residential
2153705YJ2725C,1942,1942,1_residential
2153706YJ2725C,1956,1956,1_residential
2153707YJ2725C,1924,1924,1_residential
2153708YJ2725C,1924,1924,1_residential
2153709YJ2725C,1928,1928,1_residential
2153710YJ2725C,1928,1928,1_residential
2153802YJ2725C,2003,2003,1_residential
2153803YJ2725C,1889,1889,1_residential
2153804YJ2725C,2002,2002,1_residential
2154101YJ2725C,1964,1964,1_residential
2154102YJ2725C,2007,2007,1_residential
2154103YJ2725C,1958,1958,1_residential
2154106YJ2725C,1889,1889,1_residential
2154107YJ2725C,1910,1910,1_residential
2154109YJ2725C,1926,1926,1_residential
2154110YJ2725C,1920,1920,1_residential
2154111YJ2725C,1889,1889,3_industrial
2154112YJ2725C,1889,1889,3_industrial
2154113YJ2725C,1889,1889,1_residential
2154114YJ2725C,2010,2010,1_residential
2154602YJ2725C,1889,1889,3_industrial
2154603YJ2725C,1889,1889,3_industrial
2154605YJ2725C,1918,1918,1_residential
2154606YJ2725C,1918,1918,1_residential
2154607YJ2725C,1889,1889,1_residential
2154608YJ2725C,1889,1889,1_residential
2154609YJ2725C,1889,1889,1_residential
2154610YJ2725C,1889,1889,1_residential
2154611YJ2725C,1912,1912,1_residential
2154614YJ2725C,1965,1965,1_residential
2154615YJ2725C,1951,1951,1_residential
2154616YJ2725C,1889,1889,1_residential
2154617YJ2725C,1889,1889,1_residential
2154618YJ2725C,1889,1889,1_residential
2154619YJ2725C,1974,1974,1_residential
2154620YJ2725C,1947,1947,1_residential
2154621YJ2725C,1947,1947,1_residential
2154622YJ2725C,1912,2006,1_residential
2154701YJ2725C,1971,1971,1_residential
2154702YJ2725C,1922,1922,1_residential
2154703YJ2725C,1889,1995,1_residential
2154704YJ2725C,1889,1889,1_residential
2154705YJ2725C,1889,1889,1_residential
2154706YJ2725C,1889,1889,1_residential
2154707YJ2725C,1889,1889,1_residential
2154708YJ2725C,1889,1889,1_residential
2154709YJ2725C,1889,1889,3_industrial
2154710YJ2725C,1994,2000,1_residential
2154711YJ2725C,1889,1889,3_industrial
2154712YJ2725C,1889,1889,3_industrial
2154713YJ2725C,1940,1940,4_3_publicServices
2155501YJ2725E,1960,1960,4_2_retail
2155601YJ2725E,1973,1973,1_residential
2155602YJ2725E,1973,1973,1_residential
2155603YJ2725E,1940,1940,1_residential
2155604YJ2725E,1979,1979,1_residential
2155605YJ2725E,1889,1889,1_residential
2155606YJ2725E,1889,1889,3_industrial
2155607YJ2725E,1889,1889,1_residential
2155608YJ2725C,1964,1964,1_residential
2155609YJ2725C,1993,1993,1_residential
2155610YJ2725C,1958,1958,1_residential
2155611YJ2725C,1889,1889,1_residential
2155612YJ2725C,1889,1889,1_residential
2155613YJ2725C,1948,1948,1_residential
2155614YJ2725C,1930,1930,1_residential
2155615YJ2725C,1930,1930,1_residential
2155616YJ2725C,1930,1930,1_residential
2155617YJ2725C,1930,1930,1_residential
2155618YJ2725C,1930,1930,1_residential
2155619YJ2725E,1971,1971,1_residential
2155620YJ2725C,1930,1930,3_industrial
2155621YJ2725E,1975,1975,1_residential
2155622YJ2725E,1930,1930,1_residential
2156601YJ2725E,1930,1930,1_residential
2156602YJ2725E,1969,1969,1_residential
2156603YJ2725E,1927,1927,1_residential
2156605YJ2725E,1915,1915,1_residential
2156606YJ2725E,1910,1910,1_residential
2156607YJ2725E,1910,1910,3_industrial
2156608YJ2725E,1900,1900,3_industrial
2156609YJ2725E,1912,1912,3_industrial
2156610YJ2725E,1963,1963,1_residential
2156611YJ2725E,1964,1964,1_residential
2156612YJ2725E,1966,1966,1_residential
2156614YJ2725E,1930,1930,1_residential
2156615YJ2725E,1958,1958,3_industrial
2156801YJ2725E,1920,2006,1_residential
2156802YJ2725E,1920,1920,1_residential
2156803YJ2725E,1920,1920,3_industrial
2156804YJ2725E,2010,2010,1_residential
2156805YJ2725E,1920,1920,3_industrial
2156806YJ2725E,1900,1900,1_residential
2156807YJ2725E,1920,1998,1_residential
2156808YJ2725E,1920,1920,1_residential
2156809YJ2725E,1972,1972,1_residential
2156810YJ2725E,1950,1950,1_residential
2156811YJ2725E,1925,1925,1_residential
2156812YJ2725E,1985,1985,1_residential
2156813YJ2725E,1940,1940,1_residential
2156814YJ2725E,1940,1940,1_residential
2156815YJ2725E,2010,2010,1_residential
2156816YJ2725E,1889,2007,1_residential
2156817YJ2725E,1889,2015,1_residential
2156818YJ2725E,1889,2010,1_residential
2156819YJ2725E,1915,1915,1_residential
2156820YJ2725E,1971,1971,1_residential
2156821YJ2725E,1963,1963,1_residential
2156822YJ2725E,1940,1940,1_residential
2156823YJ2725E,1981,1981,1_residential
2156826YJ2725E,1920,2005,1_residential
2156827YJ2725E,2004,2004,1_residential
2156830YJ2725E,1920,2009,1_residential
2156831YJ2725E,1925,1925,1_residential
2156832YJ2725E,1929,1929,1_residential
2156833YJ2725E,1928,2003,1_residential
2156834YJ2725E,1927,1927,1_residential
2156836YJ2725E,1920,2009,1_residential
2157901YJ2725G,1951,2000,1_residential
2157905YJ2725G,1889,1889,1_residential
2157906YJ2725E,1889,1889,1_residential
2157907YJ2725E,1908,1908,1_residential
2157910YJ2725E,1988,1988,1_residential
2157913YJ2725E,1975,1975,1_residential
2157914YJ2725E,1918,1918,1_residential
2157915YJ2725E,1889,1889,1_residential
2157917YJ2725E,1920,1920,1_residential
2157919YJ2725E,1975,1975,1_residential
2157920YJ2725E,1974,1974,1_residential
2157926YJ2725G,1928,1928,3_industrial
2157927YJ2725G,1946,1946,1_residential
2157928YJ2725G,1952,1952,4_1_office
2157930YJ2725G,1952,1952,1_residential
2157932YJ2725E,2010,2010,1_residential
2157936YJ2725G,1920,1920,3_industrial
2157938YJ2725E,2022,2022,1_residential
2159901YJ2725G,1959,1959,1_residential
2159902YJ2725G,1959,1959,3_industrial
2159903YJ2725G,1972,1972,1_residential
2159904YJ2725G,1972,1972,3_industrial
2159905YJ2725G,1961,1961,1_residential
2159906YJ2725G,1940,1940,3_industrial
2159907YJ2725G,1961,1961,1_residential
2159908YJ2725G,1961,1961,1_residential
2159909YJ2725G,1961,1961,1_residential
2159910YJ2725G,1961,1961,1_residential
2159911YJ2725G,1978,1995,1_residential
2159912YJ2725G,1982,1982,1_residential
2159915YJ2725G,1993,1993,1_residential
2159916YJ2725G,1959,1959,3_industrial
2160301YJ2725G,1967,1967,1_residential
2160701YJ2726A,1932,1932,1_residential
2160702YJ2726A,1932,1932,1_residential
2160703YJ2726A,1932,1932,1_residential
2160704YJ2726A,1999,1999,1_residential
2160705YJ2726A,1924,1924,1_residential
2160706YJ2726A,1926,1926,1_residential
2160707YJ2726A,1925,1925,1_residential
2160708YJ2726A,1926,1926,1_residential
2160709YJ2726A,1926,1926,1_residential
2160710YJ2726A,1980,1980,3_industrial
2160711YJ2726A,1966,1966,1_residential
2160712YJ2726A,1963,1963,1_residential
2160713YJ2726A,1963,1963,1_residential
2160714YJ2726A,1964,1964,1_residential
2160715YJ2725G,1964,1964,1_residential
2160716YJ2725G,1964,1964,1_residential
2160717YJ2726A,1975,1975,1_residential
2160718YJ2725G,1965,1965,1_residential
2160719YJ2725G,1976,1976,1_residential
2160720YJ2725G,2009,2009,1_residential
2160725YJ2726A,1979,1979,1_residential
2161701YJ2726A,1965,1965,1_residential
2161702YJ2726A,1916,1916,1_residential
2205701YJ2820E,2002,2004,1_residential
2253801YJ2725C,1985,1985,1_residential
2253802YJ2725C,1918,1918,1_residential
2253803YJ2725C,1970,1970,1_residential
2253804YJ2725C,1889,1998,1_residential
2253805YJ2725C,1889,1889,1_residential
2253806YJ2725C,1889,1889,1_residential
2253807YJ2725C,1889,1889,3_industrial
2253808YJ2725C,1920,1920,1_residential
2253809YJ2725C,1889,1889,1_residential
2253811YJ2725C,1908,1908,3_industrial
2253812YJ2725C,1908,1908,3_industrial
2253813YJ2725C,2000,2000,3_industrial
2253814YJ2725C,1960,1960,3_industrial
2253817YJ2725C,2007,2007,1_residential
2253821YJ2725C,1990,1990,1_residential
2254701YJ2725C,1978,1978,1_residential
2254702YJ2725C,1920,1920,1_residential
2254703YJ2725C,1965,1965,3_industrial
2254704YJ2725C,1930,2010,1_residential
2254705YJ2725C,1889,1889,4_3_publicServices
2254706YJ2725C,1889,1889,1_residential
2254707YJ2725C,1889,1889,1_residential
2254708YJ2725C,1889,1889,1_residential
2254709YJ2725C,1900,2019,1_residential
2254711YJ2725C,1980,1980,1_residential
2254712YJ2725C,1889,1889,3_industrial
2254713YJ2725C,1986,1986,1_residential
2254714YJ2725C,1960,1960,1_residential
2254715YJ2725C,1970,1970,1_residential
2254716YJ2725C,1966,1966,1_residential
2254717YJ2725C,1969,1969,1_residential
2254718YJ2725C,1971,1971,1_residential
2254719YJ2725C,1971,1971,1_residential
2254720YJ2725C,1930,1930,4_3_publicServices
2254721YJ2725C,1930,1930,1_residential
2254722YJ2725C,1930,2006,1_residential
2254723YJ2725C,1930,1930,1_residential
2254724YJ2725C,1926,1926,1_residential
2254725YJ2725C,1926,1926,1_residential
2254726YJ2725C,1994,1994,1_residential
2254727YJ2725C,1952,1952,1_residential
2254728YJ2725C,1920,1920,1_residential
2254729YJ2725C,1920,1920,1_residential
2254730YJ2725C,1920,1920,1_residential
2255101YJ2725E,1976,1976,1_residential
2255102YJ2725E,1915,1915,1_residential
2255103YJ2725E,1966,1966,1_residential
2255104YJ2725E,1915,1915,1_residential
2255105YJ2725E,1915,1915,1_residential
2255106YJ2725E,2005,2005,3_industrial
2255107YJ2725E,1889,1889,1_residential
2255108YJ2725E,1919,1919,1_residential
2255109YJ2725E,2004,2004,1_residential
2255201YJ2725E,1942,1942,1_residential
2255202YJ2725E,1910,1910,1_residential
2255205YJ2725E,1940,1940,1_residential
2255206YJ2725E,1940,1940,1_residential
2255207YJ2725E,2017,2017,1_residential
2255501YJ2725E,2000,2000,4_1_office
2255504YJ2725E,1954,1954,1_residential
2255505YJ2725E,1966,1966,1_residential
2255506YJ2725E,1930,1930,1_residential
2255507YJ2725E,1958,1958,1_residential
2255508YJ2725E,1975,1975,3_industrial
2255509YJ2725E,2000,2000,3_industrial
2255510YJ2725E,1930,1950,1_residential
2255701YJ2725C,1915,1915,1_residential
2255702YJ2725E,1918,1918,1_residential
2255703YJ2725E,1920,1920,1_residential
2255704YJ2725E,1930,1994,1_residential
2255705YJ2725E,1889,1889,3_industrial
2255706YJ2725E,1965,1965,1_residential
2255707YJ2725E,1968,1968,1_residential
2255708YJ2725C,1900,1900,1_residential
2255709YJ2725C,1925,2004,1_residential
2255710YJ2725C,1928,1928,1_residential
2255711YJ2725C,1932,1932,1_residential
2255712YJ2725C,1966,1966,1_residential
2255713YJ2725C,2009,2009,1_residential
2255714YJ2725C,1921,1921,1_residential
2255715YJ2725C,1900,1900,1_residential
2255801YJ2725E,1918,1918,1_residential
2255802YJ2725E,1908,1908,1_residential
2255803YJ2725E,1965,1965,1_residential
2255804YJ2725E,1889,1889,1_residential
2255805YJ2725E,1889,1889,1_residential
2255806YJ2725E,1889,1889,1_residential
2256501YJ2725E,1948,1948,1_residential
2256502YJ2725E,1940,1940,1_residential
2256503YJ2725E,1928,1928,1_residential
2256504YJ2725E,1930,1930,1_residential
2256505YJ2725E,1925,2000,1_residential
2256509YJ2725E,1980,1980,1_residential
2256510YJ2725E,1930,1930,1_residential
2256511YJ2725E,1930,1930,1_residential
2256512YJ2725E,1930,1930,1_residential
2256513YJ2725E,1930,1930,3_industrial
2256514YJ2725E,1930,1930,1_residential
2256515YJ2725E,1965,1965,1_residential
2257601YJ2725G,2005,2005,1_residential
2257602YJ2725G,1978,1978,1_residential
2257605YJ2725E,1889,2012,1_residential
2257606YJ2725E,1889,1889,1_residential
2257607YJ2725E,1889,1889,1_residential
2257609YJ2725E,1918,2000,1_residential
2257610YJ2725E,1918,1918,1_residential
2257611YJ2725E,1889,1889,1_residential
2257612YJ2725E,1889,1889,1_residential
2257614YJ2725E,1908,1908,1_residential
2257615YJ2725E,1960,1960,1_residential
2257616YJ2725E,1889,1889,1_residential
2257617YJ2725E,1968,1968,1_residential
2257618YJ2725E,1889,1889,1_residential
2257619YJ2725E,1889,1889,1_residential
2257623YJ2725E,2003,2003,1_residential
2257625YJ2725E,1889,1889,3_industrial
2257626YJ2725E,1889,1889,3_industrial
2257636YJ2725E,2006,2006,1_residential
2257639YJ2725E,2008,2008,1_residential
2257640YJ2725E,2008,2008,1_residential
2258801YJ2725G,1965,1965,1_residential
2258802YJ2725G,1971,1971,1_residential
2260601YJ2726A,1920,1920,1_residential
2307602YJ2820G,2005,2005,1_residential
2307603YJ2820G,2002,2002,1_residential
2307604YJ2820G,2002,2002,1_residential
2308902YJ2820G,1962,1962,1_residential
2308905YJ2820G,2005,2005,1_residential
2321401YJ2722A,1978,1978,1_residential
2321402YJ2722A,1979,1979,1_residential
2321901YJ2722A,1985,1985,1_residential
2322001YJ2722A,1970,1970,1_residential
2322002YJ2722A,1988,1988,1_residential
2322003YJ2722A,1982,1982,1_residential
2322004YJ2722A,1990,1990,1_residential
2354801YJ2725C,1926,1926,1_residential
2354802YJ2725C,1920,1920,1_residential
2354803YJ2725C,1921,1921,1_residential
2354804YJ2725C,1920,1920,3_industrial
2354805YJ2725C,1920,1920,1_residential
2354806YJ2725C,1930,1930,1_residential
2354807YJ2725C,1952,1952,3_industrial
2354808YJ2725C,2003,2003,1_residential
2354810YJ2725C,1903,1903,1_residential
2354811YJ2725C,1968,1968,1_residential
2354812YJ2725C,2001,2001,1_residential
2354813YJ2725C,1970,1970,1_residential
2354814YJ2725C,1956,1956,1_residential
2354815YJ2725C,1948,1998,1_residential
2354816YJ2725C,2005,2005,1_residential
2354817YJ2725C,1946,1946,1_residential
2354818YJ2725C,2005,2005,1_residential
2357902YJ2725G,1929,1929,1_residential
2357903YJ2725G,1934,1934,1_residential
2357904YJ2725G,1933,2000,1_residential
2357905YJ2725G,1930,2006,1_residential
2357906YJ2725G,1928,1928,1_residential
2357908YJ2725E,1966,1966,1_residential
2358501YJ2725G,1965,1965,1_residential
2358502YJ2725G,1965,1965,1_residential
2358701YJ2725G,1987,1987,3_industrial
2358702YJ2725G,1946,1946,1_residential
2358703YJ2725G,1930,1930,3_industrial
2358704YJ2725G,1930,1930,3_industrial
2358706YJ2725G,1946,1946,1_residential
2358707YJ2725G,1946,1946,3_industrial
2358708YJ2725G,1946,1946,1_residential
2358709YJ2725G,1946,1946,1_residential
2358710YJ2725G,1924,1924,1_residential
2358711YJ2725G,1925,1925,1_residential
2358712YJ2725G,1925,1925,1_residential
2358713YJ2725G,1923,1923,1_residential
2358714YJ2725G,1930,1930,3_industrial
2358715YJ2725G,1965,1965,1_residential
2358716YJ2725G,1965,1965,1_residential
2358717YJ2725G,1910,1910,1_residential
2358718YJ2725G,2000,2000,3_industrial
2358719YJ2725G,2000,2000,3_industrial
2358720YJ2725G,1966,1966,1_residential
2358721YJ2725G,1966,1966,1_residential
2359201YJ2725G,1934,1934,1_residential
2359202YJ2725G,1932,1932,1_residential
2359203YJ2725G,1906,1906,1_residential
2359402YJ2725G,1930,1930,1_residential
2359403YJ2725G,1930,1930,1_residential
2359404YJ2725G,1960,1960,3_industrial
2359406YJ2725G,1930,1930,1_residential
2359407YJ2725G,1930,1930,1_residential
2359408YJ2725G,1930,1930,1_residential
2359409YJ2725G,1961,1961,1_residential
2359410YJ2725G,1922,1922,1_residential
2359411YJ2725G,1924,1924,1_residential
2359412YJ2725G,1924,1924,1_residential
2359415YJ2725G,1997,1997,1_residential
2359416YJ2725G,1927,1998,1_residential
2359417YJ2725G,1927,1927,1_residential
2359418YJ2725G,1930,2004,1_residential
2359419YJ2725G,1952,1952,1_residential
2359420YJ2725G,1952,2010,1_residential
2359423YJ2725G,1924,1924,1_residential
2359425YJ2725G,1922,1922,3_industrial
2359426YJ2725G,1923,1923,1_residential
2359427YJ2725G,2013,2013,1_residential
2359428YJ2725G,1969,1969,1_residential
2359429YJ2725G,1922,1922,1_residential
2359430YJ2725G,1921,1921,1_residential
2359431YJ2725G,1920,1920,1_residential
2359432YJ2725G,1920,1920,1_residential
2359433YJ2725G,2006,2006,1_residential
2359434YJ2725G,1920,1920,3_industrial
2359435YJ2725G,1920,1970,1_residential
2359436YJ2725G,1920,2007,1_residential
2359437YJ2725G,1920,1920,1_residential
2359438YJ2725G,1924,1924,1_residential
2359439YJ2725G,1918,1918,1_residential
2359440YJ2725G,1932,1932,1_residential
2359441YJ2725G,1930,1930,1_residential
2359442YJ2725G,1924,1924,1_residential
2359443YJ2725G,2004,2004,3_industrial
2359444YJ2725G,2004,2004,3_industrial
2359448YJ2725G,1910,1910,1_residential
2359901YJ2725G,1920,1920,1_residential
2359902YJ2725G,1920,1920,1_residential
2359903YJ2725G,1922,1922,1_residential
2359904YJ2725G,1922,1922,1_residential
2359905YJ2725G,1921,1921,1_residential
2359906YJ2725G,1933,2000,1_residential
2359907YJ2725G,1920,1920,1_residential
2359908YJ2725G,1952,1952,1_residential
2359911YJ2725G,1923,1923,1_residential
2359912YJ2725G,1923,1923,1_residential
2359913YJ2725G,1968,1968,1_residential
2359914YJ2725G,1919,1919,1_residential
2359915YJ2725G,2006,2006,1_residential
2359918YJ2725G,1924,1924,1_residential
2359919YJ2725G,1928,1928,1_residential
2360701YJ2726A,1925,1925,4_2_retail
2403901YJ2820C,1970,1970,1_residential
2405201YJ2820E,2002,2002,1_residential
2405202YJ2820E,2006,2006,1_residential
2420301YJ2722B,1960,1960,1_residential
2420302YJ2722A,1962,1962,1_residential
2420303YJ2722A,1960,1960,1_residential
2421301YJ2722A,1959,1959,1_residential
2421302YJ2722A,1959,1959,1_residential
2421303YJ2722B,1959,1959,1_residential
2421401YJ2722A,1960,1960,1_residential
2421402YJ2722A,1960,1960,1_residential
2421403YJ2722B,1960,1960,1_residential
2421501YJ2722A,1960,1960,1_residential
2421502YJ2722A,1960,1960,1_residential
2422101YJ2722A,1992,1992,1_residential
2422102YJ2722A,1980,1980,1_residential
2422501YJ2722A,1961,1961,1_residential
2422502YJ2722A,1961,1961,1_residential
2422503YJ2722B,1961,1961,1_residential
2423601YJ2722C,1981,1981,1_residential
2453801YJ2725C,1978,1978,1_residential
2453802YJ2725C,1975,1975,1_residential
2453803YJ2725C,1965,1965,1_residential
2453804YJ2725C,1965,1965,1_residential
2453805YJ2725C,2002,2002,1_residential
2453806YJ2725C,2002,2002,1_residential
2453807YJ2725C,1994,1994,1_residential
2453808YJ2725C,1995,1995,1_residential
2458101YJ2725G,1918,1918,1_residential
2458102YJ2725G,1918,2010,1_residential
2458103YJ2725G,1918,1918,1_residential
2458104YJ2725G,1967,1967,1_residential
2458105YJ2725G,1922,1922,1_residential
2458106YJ2725G,1922,1922,1_residential
2459905YJ2725G,1948,1948,1_residential
2459906YJ2725G,1948,1948,1_residential
2459907YJ2725G,1948,1948,1_residential
2459908YJ2725G,1946,1946,1_residential
2459911YJ2725G,1930,1930,1_residential
2459912YJ2725G,1930,2001,1_residential
2459913YJ2725G,2010,2010,1_residential
2459914YJ2725G,1942,1942,1_residential
2459915YJ2725G,1942,1942,1_residential
2459916YJ2725G,1918,1918,1_residential
2459917YJ2725G,2018,2020,1_residential
2459918YJ2725G,1952,1952,1_residential
2459919YJ2725G,1930,1930,3_industrial
2459920YJ2725G,1930,1930,3_industrial
2503801YJ2820D,1994,1994,1_residential
2503803YJ2820D,1991,2015,1_residential
2503805YJ2820D,1975,2000,1_residential
2503808YJ2820D,1970,2000,1_residential
2503809YJ2820D,2021,2021,1_residential
2503810YJ2820D,1993,2000,1_residential
2503811YJ2820D,1995,2000,1_residential
2503813YJ2820D,2018,2018,1_residential
2503814YJ2820D,2013,2013,1_residential
2504101YJ2820D,1970,2000,1_residential
2504102YJ2820D,1962,2000,1_residential
2506901YJ2720F,1990,1990,4_3_publicServices
2520201YJ2722B,1983,1983,1_residential
2520202YJ2722B,1980,1980,1_residential
2520501YJ2722B,1978,1978,1_residential
2520502YJ2722B,1976,1976,1_residential
2520503YJ2722B,1977,1977,1_residential
2520801YJ2722B,1960,1960,1_residential
2520802YJ2722A,1960,1960,1_residential
2521401YJ2722B,1979,1979,3_industrial
2521402YJ2722B,1979,1979,1_residential
2521403YJ2722B,1979,1979,1_residential
2521404YJ2722B,1980,1980,1_residential
2523101YJ2722D,1969,1969,1_residential
2523301YJ2722D,1970,1970,1_residential
2523401YJ2722D,1971,1971,1_residential
2523801YJ2722C,1966,1966,1_residential
2523802YJ2722D,1966,1966,1_residential
2523803YJ2722D,1971,1971,1_residential
2523804YJ2722D,1973,1973,1_residential
2523805YJ2722D,1966,1966,1_residential
2523806YJ2722C,1966,1966,1_residential
2553601YJ2725D,1889,1889,3_industrial
2553901YJ2725D,1889,1889,1_residential
2557903YJ2725H,1981,1981,4_3_publicServices
2600901YJ2820B,1993,1993,1_residential
2600902YJ2820B,1996,1996,1_residential
2612101YJ2721D,2008,2008,4_1_office
2620101YJ2722B,1983,1983,4_3_publicServices
