localId,anio_construccion,anio_ultima_reforma,uso
4819313YJ2741H,2001,2001,1_residential
4819314YJ2741H,1920,1920,1_residential
4819315YJ2741H,1923,1923,1_residential
4819316YJ2741H,1920,1920,1_residential
4819317YJ2741H,2011,2011,1_residential
4820401YJ2742B,1948,1948,1_residential
4820402YJ2742B,1975,1975,1_residential
4820403YJ2742B,1900,1900,1_residential
4820404YJ2742B,1905,1905,1_residential
4820405YJ2742B,1967,1967,1_residential
4820406YJ2742B,1948,1948,1_residential
4820407YJ2742B,1948,1948,1_residential
4820408YJ2742B,1956,1956,1_residential
4820409YJ2742B,1931,1931,1_residential
4820410YJ2742B,1931,1931,1_residential
4820411YJ2742B,1935,1935,1_residential
4820412YJ2742B,1931,1931,1_residential
4820413YJ2742B,1926,1926,1_residential
4820414YJ2742B,1956,1956,1_residential
4820415YJ2742B,1956,1956,1_residential
4820416YJ2742B,1958,1958,1_residential
4820417YJ2742B,1955,1955,1_residential
4820418YJ2742B,1960,1960,1_residential
4823501YJ2742D,1982,1984,1_residential
4823502YJ2742D,1988,1988,1_residential
4823503YJ2742D,1983,1983,1_residential
4823504YJ2742D,1985,1985,1_residential
4823701YJ2742D,1977,1977,1_residential
4823702YJ2742D,1965,1965,1_residential
4823703YJ2742D,1966,1966,1_residential
4823704YJ2742D,1966,1966,1_residential
4823705YJ2742D,1966,1966,1_residential
4823706YJ2742D,1948,1948,1_residential
4823707YJ2742D,1935,1935,1_residential
4823708YJ2742D,1950,1950,1_residential
4823709YJ2742D,1956,1956,1_residential
4823710YJ2742D,1930,1930,1_residential
4823711YJ2742D,1935,1935,1_residential
4823712YJ2742D,1993,1993,1_residential
4823713YJ2742D,1994,1994,1_residential
4824701YJ2742D,1950,1950,1_residential
4824702YJ2742D,1950,1950,1_residential
4824703YJ2742D,1950,1950,1_residential
4824704YJ2742D,1950,1950,1_residential
4824705YJ2742D,1950,1950,1_residential
4824706YJ2742D,1950,1950,1_residential
4824707YJ2742D,1950,1950,1_residential
4824708YJ2742D,1950,1950,1_residential
4824709YJ2742D,1950,1950,1_residential
4824710YJ2742D,1950,1950,1_residential
4824711YJ2742D,1950,1950,1_residential
4824712YJ2742D,1950,1950,1_residential
4824713YJ2742D,1950,1950,1_residential
4825301YJ2742F,1945,1945,1_residential
4825302YJ2742F,1958,1958,1_residential
4825303YJ2742F,1939,1939,1_residential
4825304YJ2742F,1930,1930,1_residential
4825305YJ2742F,1933,1933,1_residential
4825306YJ2742F,1935,1935,1_residential
4825307YJ2742F,1945,1945,1_residential
4825308YJ2742F,1938,1938,1_residential
4825309YJ2742F,1940,1940,1_residential
4825310YJ2742F,1940,1940,1_residential
4825311YJ2742F,1940,1940,1_residential
4825312YJ2742F,1940,1940,1_residential
4825313YJ2742F,1950,1950,1_residential
4825314YJ2742F,1939,1939,1_residential
4825315YJ2742F,1939,1939,1_residential
4825316YJ2742F,1940,1940,1_residential
4825317YJ2742F,1945,1945,1_residential
4825318YJ2742F,1950,1950,1_residential
4825319YJ2742F,1953,1953,1_residential
4825320YJ2742F,1936,1936,1_residential
4825321YJ2742F,1945,1945,1_residential
4825322YJ2742F,1936,1936,1_residential
4826101YJ2742F,1935,1998,4_3_publicServices
4826102YJ2742F,1952,1952,1_residential
4826103YJ2742F,1940,1940,1_residential
4828201YJ2742H,1900,1900,1_residential
4828202YJ2742H,1900,1900,1_residential
4828203YJ2742H,1900,1900,1_residential
4828204YJ2742H,1900,1900,1_residential
4828205YJ2742H,1900,1900,1_residential
4828206YJ2742H,1900,1900,1_residential
4828207YJ2742H,1900,1900,1_residential
4828208YJ2742H,1900,1900,1_residential
4828209YJ2742H,1966,1966,1_residential
4828210YJ2742H,1966,1966,1_residential
4828901YJ2742H,2002,2002,1_residential
4828904YJ2742H,1940,1940,1_residential
4828905YJ2742H,1940,1940,1_residential
4828906YJ2742H,1968,1968,1_residential
4829901YJ2742H,1966,1966,1_residential
4829902YJ2742H,1975,1975,1_residential
4829903YJ2742H,1971,1971,1_residential
4829904YJ2742H,1889,1889,1_residential
4829905YJ2742H,1900,1900,1_residential
4829906YJ2742H,1900,1900,1_residential
4829907YJ2742H,1900,1900,4_2_retail
4829908YJ2742H,1900,1900,1_residential
4829909YJ2742H,1900,1900,1_residential
4829910YJ2742H,1900,1900,1_residential
4829911YJ2742H,1900,1900,1_residential
4829912YJ2742H,1900,1900,1_residential
4829913YJ2742H,1900,1900,1_residential
4829914YJ2742H,2004,2004,1_residential
4831301YJ2743B,1940,1940,4_3_publicServices
4831302YJ2743B,1889,1889,1_residential
4831303YJ2743B,1889,1889,1_residential
4831304YJ2743B,1889,1889,1_residential
4831305YJ2743B,1889,1889,1_residential
4831306YJ2743B,1935,1935,4_3_publicServices
4831307YJ2743B,1906,1906,4_3_publicServices
4831308YJ2743B,1889,1889,4_3_publicServices
4831309YJ2743B,1891,1891,1_residential
4831310YJ2743B,1888,1888,1_residential
4831311YJ2743B,1884,1884,1_residential
4831312YJ2743B,1984,1984,1_residential
4831313YJ2743B,1890,1890,1_residential
4831314YJ2743B,1957,1957,1_residential
4831315YJ2743B,1995,1995,1_residential
4831316YJ2743B,1924,1924,1_residential
4831317YJ2743B,1936,1936,1_residential
4831318YJ2743B,1936,1936,1_residential
4831319YJ2743B,1933,2020,1_residential
4831320YJ2743B,1936,1936,1_residential
4831321YJ2743B,1969,1969,1_residential
4831322YJ2743B,1966,1966,1_residential
4831323YJ2743B,1942,1942,1_residential
4831324YJ2743B,1941,1941,1_residential
4831325YJ2743B,1933,1933,1_residential
4831326YJ2743B,1933,1933,1_residential
4831327YJ2743B,1944,1944,1_residential
4831328YJ2743B,1933,1933,1_residential
4831329YJ2743B,1934,1934,1_residential
4831330YJ2743B,1949,1949,1_residential
4831331YJ2743B,2005,2005,1_residential
4831332YJ2743B,1970,1970,1_residential
4831333YJ2743B,1976,1976,1_residential
4831334YJ2743B,1947,1947,1_residential
4831335YJ2743B,1932,1932,1_residential
4831336YJ2743B,1934,1934,1_residential
4831337YJ2743B,1944,1944,1_residential
4831346YJ2743B,1889,2003,4_3_publicServices
4836201YJ2743F,1980,1980,1_residential
4836301YJ2743F,1972,1972,1_residential
4836302YJ2743F,1972,1972,1_residential
4836303YJ2743F,1972,1972,1_residential
4836401YJ2743F,1972,1972,1_residential
4836402YJ2743F,1972,1972,1_residential
4836403YJ2743F,1972,1972,1_residential
4837101YJ2743H,1971,1971,1_residential
4837102YJ2743H,1971,1971,1_residential
4837501YJ2743F,1972,1972,1_residential
4837502YJ2743F,1972,1972,1_residential
4837503YJ2743F,1972,1972,1_residential
4837901YJ2743F,1960,1960,1_residential
4837902YJ2743F,1960,1960,1_residential
4837903YJ2743H,1995,1995,4_3_publicServices
4838701YJ2743H,1971,1971,1_residential
4838702YJ2743H,1971,1971,1_residential
4839601YJ2743H,1971,1971,1_residential
4839602YJ2743H,1971,1971,1_residential
4839603YJ2743H,1971,1971,1_residential
4839701YJ2743H,1960,2000,4_3_publicServices
4839801YJ2743H,1983,1983,1_residential
4840201YJ2744B,1964,1964,1_residential
4840401YJ2744B,1970,1970,1_residential
4840402YJ2744B,1970,1970,1_residential
4840403YJ2744B,1970,1970,1_residential
4840404YJ2744B,1988,1988,1_residential
4840601YJ2744B,1973,1973,1_residential
4840602YJ2744B,1973,1973,1_residential
4840603YJ2744B,1973,1973,1_residential
4840801YJ2744B,1968,1968,1_residential
4840802YJ2744B,1968,1968,1_residential
4840803YJ2744B,1968,1968,1_residential
4840901YJ2744B,1974,1974,1_residential
4840902YJ2744B,1974,1974,1_residential
4840903YJ2744B,1974,1974,1_residential
4841101YJ2744B,1920,1920,1_residential
4841102YJ2744B,,,
4841103YJ2744B,1920,1920,1_residential
4842001YJ2744D,1930,1930,3_industrial
4842301YJ2744D,1980,1980,1_residential
4842302YJ2744D,1900,1979,4_3_publicServices
4842303YJ2744D,1963,1963,1_residential
4842304YJ2744D,1995,1995,1_residential
4842309YJ2744D,1970,1970,1_residential
4842310YJ2744D,1970,1970,1_residential
4842311YJ2744D,1970,1970,1_residential
4842504YJ2744B,1966,1966,1_residential
4842505YJ2744B,1930,1930,3_industrial
4842506YJ2744B,1966,1966,1_residential
4842507YJ2744B,1966,1966,1_residential
4842508YJ2744B,1920,1920,1_residential
4843101YJ2744D,1976,1976,1_residential
4843901YJ2744D,1982,1982,1_residential
4843902YJ2744D,1985,1985,1_residential
4843903YJ2744D,1982,1982,1_residential
4843904YJ2744D,1971,1971,1_residential
4843905YJ2744D,1971,1971,1_residential
4844101YJ2744F,1964,1964,1_residential
4844102YJ2744D,1964,1964,1_residential
4844103YJ2744D,1964,1964,1_residential
4844104YJ2744D,1964,1964,1_residential
4844105YJ2744D,1964,1964,1_residential
4844106YJ2744D,1964,1964,1_residential
4844107YJ2744D,1964,1964,1_residential
4844108YJ2744F,1964,1964,1_residential
4844301YJ2744F,1963,1963,1_residential
4844302YJ2744F,1965,1965,1_residential
4844303YJ2744D,1965,1965,1_residential
4844304YJ2744D,1963,1963,1_residential
4844305YJ2744D,1952,1952,1_residential
4844306YJ2744D,1952,1952,1_residential
4844307YJ2744F,1952,1952,1_residential
4844308YJ2744F,1952,1952,1_residential
4844401YJ2744D,1974,1974,1_residential
4844402YJ2744D,1975,1975,1_residential
4844801YJ2744D,1975,1975,1_residential
4844802YJ2744D,1975,1975,1_residential
4844901YJ2744D,1963,1963,1_residential
4844902YJ2744D,1963,1963,1_residential
4844903YJ2744D,1969,1969,1_residential
4845101YJ2744F,1955,1955,1_residential
4845102YJ2744F,1955,1955,1_residential
4845103YJ2744F,1955,1955,1_residential
4845104YJ2744F,1955,1955,1_residential
4845105YJ2744F,1955,1955,1_residential
4846501YJ2744F,1955,1955,1_residential
4846502YJ2744F,1955,1955,1_residential
4846503YJ2744F,1955,1955,1_residential
4846601YJ2744F,1955,1955,1_residential
4846602YJ2744F,1955,1955,1_residential
4846603YJ2744F,1955,1955,1_residential
4846604YJ2744F,1955,1955,1_residential
4846701YJ2744F,1955,1955,1_residential
4846702YJ2744F,1955,1955,1_residential
4846703YJ2744F,1955,1955,1_residential
4846704YJ2744F,1955,1955,1_residential
4847901YJ2744H,1955,1955,1_residential
4847902YJ2744H,1986,1986,1_residential
4847906YJ2744H,1960,1960,3_industrial
4847908YJ2744F,1962,1962,1_residential
4847909YJ2744F,1962,1962,1_residential
4847910YJ2744F,1962,1962,1_residential
4847911YJ2744F,1962,1962,1_residential
4847912YJ2744F,1960,1960,3_industrial
4847913YJ2744F,1960,1960,3_industrial
4847914YJ2744F,1960,1960,3_industrial
4847915YJ2744F,1962,1962,1_residential
4847916YJ2744F,1962,1962,1_residential
4847917YJ2744F,1962,1962,1_residential
4847918YJ2744F,1962,1962,1_residential
4847919YJ2744F,1962,1962,1_residential
4847920YJ2744F,1966,1966,1_residential
4847921YJ2744F,1965,1965,1_residential
4847922YJ2744F,1965,1965,1_residential
4847923YJ2744F,1963,1963,1_residential
4847924YJ2744F,1930,1930,1_residential
4848601YJ2744H,,,
4848602YJ2744H,1983,1983,1_residential
4848603YJ2744H,1975,1975,1_residential
4848604YJ2744H,1983,1983,1_residential
4848605YJ2744H,1990,1990,1_residential
4848606YJ2744H,1997,1997,1_residential
4848607YJ2744H,2008,2008,1_residential
4850502YJ2745B,2010,2010,4_3_publicServices
4852105YJ2745B,2020,2020,1_residential
4852106YJ2745B,2020,2020,1_residential
4852701YJ2745B,2007,2007,1_residential
4853201YJ2745D,2006,2006,1_residential
4853203YJ2745D,2004,2004,1_residential
4853205YJ2745D,2006,2006,1_residential
4853207YJ2745D,2022,2022,1_residential
4884801YJ2648D,1927,1927,1_residential
4884802YJ2648D,1978,1978,1_residential
4884803YJ2648D,1960,1960,1_residential
4884804YJ2648D,1956,1956,1_residential
4884805YJ2648D,1958,1958,1_residential
4884806YJ2648D,1965,1965,1_residential
4884807YJ2648D,1999,1999,1_residential
4884808YJ2648D,1973,1973,1_residential
4884809YJ2648D,1972,1972,1_residential
4884810YJ2648D,1967,1967,1_residential
4884811YJ2648D,1967,1967,1_residential
4884812YJ2648D,1996,1996,1_residential
4884813YJ2648D,1965,1965,1_residential
4885201YJ2648F,1960,1960,3_industrial
4885202YJ2648F,2005,2005,1_residential
4885203YJ2648F,1945,1945,1_residential
4885204YJ2648F,1930,1930,1_residential
4885205YJ2648F,1930,1930,1_residential
4885206YJ2648F,1930,1930,1_residential
4885207YJ2648F,1930,1930,1_residential
4885208YJ2648F,2003,2003,1_residential
4885601YJ2648F,1930,1930,1_residential
4885604YJ2648D,1979,1979,1_residential
4885605YJ2648D,1983,1983,1_residential
4885606YJ2648D,1940,1940,1_residential
4885607YJ2648D,1940,1940,1_residential
4885608YJ2648D,1960,1960,1_residential
4885609YJ2648F,1970,1970,1_residential
4885610YJ2648F,1972,1972,1_residential
4885611YJ2648F,1930,1930,1_residential
4885612YJ2648F,1930,1930,1_residential
4885613YJ2648F,1930,1930,1_residential
4885614YJ2648F,1930,1930,1_residential
4885615YJ2648F,1930,1930,1_residential
4885616YJ2648F,1930,1930,1_residential
4885617YJ2648F,1993,1993,1_residential
4885618YJ2648F,1940,1940,1_residential
4885619YJ2648F,1940,1940,1_residential
4885620YJ2648F,1930,1930,1_residential
4885621YJ2648F,1945,1945,1_residential
4885622YJ2648F,1966,1966,3_industrial
4885623YJ2648F,1930,1930,1_residential
4885624YJ2648F,1930,1930,1_residential
4885626YJ2648D,1940,1940,1_residential
4886101YJ2648F,1993,1993,1_residential
4886102YJ2648F,1999,2005,1_residential
4887401YJ2748H,1998,1998,1_residential
4887403YJ2748H,1951,1951,1_residential
4887404YJ2748H,1970,1970,1_residential
4887405YJ2748H,1950,1950,3_industrial
4887406YJ2748H,1982,1982,1_residential
4887408YJ2748H,1976,1976,1_residential
4887409YJ2748H,1973,1973,1_residential
4887410YJ2748H,1970,1970,1_residential
4887411YJ2748H,1970,1970,1_residential
4887412YJ2748H,1979,1979,1_residential
4887413YJ2748H,2004,2004,1_residential
4888405YJ2748H,2007,2007,1_residential
4888407YJ2748H,1955,1955,1_residential
4888408YJ2748H,1950,1950,1_residential
4888409YJ2748H,1957,1957,1_residential
4888410YJ2748H,1995,1995,1_residential
4888412YJ2748H,1900,1960,1_residential
4888413YJ2748H,2012,2012,1_residential
4888416YJ2748H,2011,2011,1_residential
4888417YJ2748H,2011,2011,1_residential
4888602YJ2748H,2006,2006,1_residential
4888606YJ2748H,1979,1979,1_residential
4888607YJ2748H,1977,1977,1_residential
4888612YJ2748H,1995,1995,1_residential
4888901YJ2749B,2008,2008,1_residential
4888902YJ2748H,1940,1940,1_residential
4888903YJ2748H,1940,1940,1_residential
4888904YJ2748H,1950,1950,1_residential
4888905YJ2748H,1950,1950,1_residential
4888906YJ2748H,1886,1886,4_3_publicServices
4888907YJ2748H,1886,1886,1_residential
4888908YJ2748H,1987,1987,1_residential
4888909YJ2748H,1967,1967,1_residential
4888910YJ2748H,1968,1968,1_residential
4888911YJ2748H,1940,1940,1_residential
4888912YJ2748H,1999,1999,1_residential
4888913YJ2749B,1930,1930,1_residential
4888914YJ2749B,1950,1950,1_residential
4888915YJ2749B,1970,1970,1_residential
4888916YJ2749B,1930,1930,1_residential
4888917YJ2749B,1910,1910,1_residential
4889401YJ2648H,2003,2004,1_residential
4890301YJ2749B,1950,1950,3_industrial
4890302YJ2749B,1950,1950,1_residential
4890303YJ2749B,1924,1990,1_residential
4890304YJ2749B,1900,2000,1_residential
4890305YJ2749B,1900,1997,1_residential
4890306YJ2749B,1900,1900,1_residential
4890307YJ2749B,1910,1910,1_residential
4890308YJ2749B,1900,1900,1_residential
4890309YJ2749B,1900,1900,1_residential
4890310YJ2749B,1910,1910,1_residential
4890311YJ2749B,1915,1915,1_residential
4890312YJ2749B,1915,1915,1_residential
4890313YJ2749B,1920,1920,1_residential
4890314YJ2749B,1920,1920,1_residential
4890315YJ2749B,1965,1965,1_residential
4890316YJ2749B,1950,1950,1_residential
4890317YJ2749B,1974,1974,1_residential
4890318YJ2749B,1965,2002,1_residential
4890319YJ2749B,1965,1965,1_residential
4890320YJ2749B,1962,1962,1_residential
4890321YJ2749B,1957,1957,1_residential
4890322YJ2749B,1920,1996,1_residential
4890323YJ2749B,1920,1920,3_industrial
4890324YJ2749B,1915,1915,1_residential
4890325YJ2749B,1910,1910,1_residential
4890326YJ2749B,1900,1900,1_residential
4890901YJ2749B,2007,2007,1_residential
4890902YJ2749B,1979,1979,1_residential
4890903YJ2749B,1970,1970,1_residential
4890904YJ2749B,1974,1974,1_residential
4890905YJ2749B,1975,1975,1_residential
4890906YJ2749B,1972,1972,1_residential
4890907YJ2749B,1980,1980,1_residential
4890908YJ2749B,1972,1972,1_residential
4890909YJ2749B,2005,2005,1_residential
4890911YJ2749B,1900,1900,1_residential
4890912YJ2749B,1910,1910,1_residential
4890913YJ2749B,1910,2000,1_residential
4890914YJ2749B,1910,2006,1_residential
4890915YJ2749B,1930,1930,1_residential
4890916YJ2749B,1968,1968,1_residential
4890917YJ2749B,1900,1996,1_residential
4890918YJ2749B,1900,1900,1_residential
4890919YJ2749B,1970,1970,1_residential
4890920YJ2749B,1970,1970,1_residential
4890921YJ2749B,1970,2000,3_industrial
4890922YJ2749B,1968,1968,3_industrial
4891401YJ2649B,1966,1966,1_residential
4891402YJ2649B,1967,1967,1_residential
4891403YJ2649B,1975,1975,1_residential
4891404YJ2649B,1966,1966,1_residential
4891405YJ2649B,1995,1995,1_residential
4891406YJ2649B,2006,2006,1_residential
4891502YJ2649B,1920,1920,1_residential
4891504YJ2649B,1972,1972,1_residential
4891505YJ2649B,1967,1967,1_residential
4891506YJ2649B,1967,1967,1_residential
4891507YJ2649B,1971,1971,1_residential
4891508YJ2649B,1969,1969,1_residential
4891509YJ2649B,1920,1920,1_residential
4891510YJ2649B,1935,1935,1_residential
4891511YJ2649B,1935,1935,1_residential
4891512YJ2649B,2000,2000,1_residential
4891513YJ2649B,1950,1950,1_residential
4891514YJ2649B,1920,1920,1_residential
4891515YJ2649B,1930,1930,1_residential
4891516YJ2649B,1930,1930,1_residential
4891517YJ2649B,1977,1977,1_residential
4891518YJ2649B,1920,1920,3_industrial
4891519YJ2649B,1920,1920,1_residential
4891520YJ2649B,1920,1920,4_2_retail
4891521YJ2649B,1920,1920,4_2_retail
4891522YJ2649B,1966,1966,1_residential
4891523YJ2649B,1966,1966,1_residential
4891524YJ2649B,1945,1945,3_industrial
4891525YJ2649B,1905,2000,1_residential
4891526YJ2649B,1915,1915,1_residential
4891527YJ2649B,1905,1905,1_residential
4891528YJ2649B,1905,1905,4_2_retail
4891529YJ2649B,1937,1937,1_residential
4891537YJ2649B,1920,1920,1_residential
4892002YJ2749B,1940,1940,3_industrial
4892003YJ2749B,1950,1950,1_residential
4894101YJ2649D,1971,1971,1_residential
4894102YJ2649D,1982,1982,1_residential
4894103YJ2649D,1980,1980,1_residential
4894901YJ2649D,1964,1964,1_residential
4894902YJ2649D,1993,1993,1_residential
4894903YJ2649D,1963,1963,1_residential
4894904YJ2649D,1963,1963,1_residential
4894905YJ2649D,1963,1963,1_residential
4894906YJ2649D,1964,1964,1_residential
4894907YJ2649D,1964,1964,1_residential
4895106YJ2649F,1900,1900,1_residential
4895107YJ2649F,1900,1900,1_residential
4895108YJ2649F,1900,1900,1_residential
4895109YJ2649F,1900,1900,1_residential
4895110YJ2649F,1900,1900,1_residential
4895111YJ2649D,1900,1900,1_residential
4895112YJ2649D,1870,1870,4_2_retail
4895119YJ2649D,1993,1993,1_residential
4895120YJ2649D,1986,1986,1_residential
4895121YJ2649D,1972,1972,1_residential
4895122YJ2649D,1970,1970,1_residential
4895123YJ2649D,1970,1970,1_residential
4895124YJ2649D,1970,1970,1_residential
4895125YJ2649F,1970,1970,1_residential
4895126YJ2649F,1963,1963,1_residential
4895127YJ2649F,1969,1969,1_residential
4895128YJ2649F,1964,1964,1_residential
4895129YJ2649F,1968,1968,1_residential
4895130YJ2649F,1961,1961,1_residential
4895132YJ2649F,2000,2000,1_residential
4895133YJ2649F,1970,1970,1_residential
4895134YJ2649F,1970,1970,1_residential
4895135YJ2649D,1969,1969,1_residential
4895142YJ2649F,1900,1900,1_residential
4896605YJ2649F,1910,1990,1_residential
4896606YJ2649F,1910,1910,4_2_retail
4896607YJ2649F,1910,1910,4_2_retail
4896610YJ2649F,2007,2007,1_residential
4896620YJ2649F,2005,2005,1_residential
4896621YJ2649F,1978,1978,1_residential
4896624YJ2649F,1974,1974,4_3_publicServices
4896626YJ2649F,2006,2006,1_residential
4897501YJ2649H,2002,2002,1_residential
4899701YJ2649H,1960,1960,1_residential
4902101YJ2740D,1972,1972,1_residential
4902102YJ2740D,1972,1972,1_residential
4902103YJ2740D,1972,1972,1_residential
4902104YJ2740D,1972,1972,1_residential
4902105YJ2740B,1950,2009,
4902110YJ2740D,1943,1943,1_residential
4902112YJ2740D,1942,1942,1_residential
4902113YJ2750C,1950,1950,1_residential
4902114YJ2750C,1942,1942,1_residential
4902115YJ2750C,1957,1957,1_residential
4902116YJ2750C,1960,1960,1_residential
4902117YJ2750C,1980,1980,1_residential
4902118YJ2750C,1972,1972,1_residential
4902119YJ2750A,1900,1900,1_residential
4902120YJ2750A,1900,1900,1_residential
4902121YJ2750A,1920,1920,1_residential
4902122YJ2750A,1920,1920,1_residential
4902123YJ2750A,1929,1929,3_industrial
4902124YJ2750A,1945,1945,4_2_retail
4902125YJ2750A,1945,1945,3_industrial
4902126YJ2750A,1950,1950,3_industrial
4902127YJ2740B,1950,1950,4_3_publicServices
4902128YJ2740B,1950,1950,3_industrial
4902131YJ2750C,,,
4904001YJ2740D,1962,1962,1_residential
4904002YJ2740D,1962,1962,1_residential
4904003YJ2740D,1962,1962,1_residential
4904004YJ2740D,1962,1962,1_residential
4904005YJ2740D,1962,1962,1_residential
4904006YJ2740D,1962,1962,1_residential
4904007YJ2740D,1962,1962,1_residential
4904008YJ2740D,1962,1962,1_residential
4904009YJ2740D,1964,1964,1_residential
4904010YJ2740D,1964,1964,1_residential
4904011YJ2740D,1964,1964,1_residential
4904012YJ2740D,1962,1962,1_residential
4904013YJ2740D,1962,1962,1_residential
4904014YJ2740D,1962,1962,1_residential
4904015YJ2740D,1960,1960,4_2_retail
4904601YJ2740D,1961,1961,1_residential
4904602YJ2740D,1962,1962,1_residential
4904603YJ2750C,1940,1940,3_industrial
4904604YJ2750C,1963,1963,1_residential
4904605YJ2750C,1966,1966,1_residential
4904606YJ2750C,1950,1950,3_industrial
4904607YJ2740D,1960,1960,1_residential
4904608YJ2740D,1959,1959,1_residential
4904609YJ2740D,1961,1961,1_residential
4904610YJ2740D,1960,1960,1_residential
4905501YJ2740F,1944,1944,1_residential
4905502YJ2740F,1943,1943,1_residential
4905503YJ2740F,1945,1945,1_residential
4905505YJ2750E,1930,1930,4_2_retail
4905506YJ2750E,1930,1930,1_residential
4905507YJ2740F,1930,1930,1_residential
4905508YJ2740F,1930,1930,1_residential
4905509YJ2740F,1930,1930,1_residential
4905510YJ2740F,1930,1930,4_2_retail
4905511YJ2740F,1959,1959,1_residential
4905512YJ2740F,1956,1956,1_residential
4905513YJ2740F,1956,1956,1_residential
4905514YJ2740F,1956,1956,1_residential
4905515YJ2740F,1956,1956,1_residential
4905516YJ2740F,2001,2001,1_residential
4905518YJ2740F,1959,1959,1_residential
4905519YJ2740F,1959,1959,1_residential
4905520YJ2740F,1959,1959,1_residential
4905521YJ2740F,1948,1948,1_residential
4905522YJ2740F,1958,1958,3_industrial
4905523YJ2740F,1950,1950,3_industrial
4905524YJ2740F,2022,2022,1_residential
4906101YJ2740F,1928,1928,1_residential
4906102YJ2740F,1928,1928,1_residential
4906103YJ2740F,1928,1928,1_residential
4906104YJ2740F,1928,1928,1_residential
4906105YJ2740F,1928,1928,1_residential
4906106YJ2740F,1928,1928,1_residential
4906107YJ2740F,1928,1928,1_residential
4906108YJ2740F,1928,1928,1_residential
4906109YJ2740F,1928,1928,1_residential
4906110YJ2740F,1928,1928,1_residential
4906111YJ2740F,1928,1928,1_residential
4906112YJ2740F,1928,1928,1_residential
4906113YJ2740F,1928,1928,1_residential
4906114YJ2740F,1928,1928,1_residential
4906115YJ2740F,1928,1928,1_residential
4906116YJ2740F,1928,1928,1_residential
4906117YJ2740F,1928,1928,1_residential
4906118YJ2740F,1928,1928,1_residential
4906119YJ2740F,1928,1928,4_2_retail
4906120YJ2740F,1928,2005,4_2_retail
4906121YJ2740F,1928,1928,4_2_retail
4906122YJ2740F,1928,1928,1_residential
4906123YJ2740F,1928,1928,1_residential
4906124YJ2740F,1928,1928,1_residential
4906125YJ2740F,1928,1928,1_residential
4906126YJ2740F,1928,1928,1_residential
4906127YJ2740F,1928,1928,1_residential
4906128YJ2740F,1928,1928,1_residential
4906129YJ2740F,1928,1928,1_residential
4906130YJ2740F,1928,1928,1_residential
4906131YJ2740F,1928,1928,1_residential
4906132YJ2740F,1928,1928,1_residential
4906133YJ2740F,1928,1928,1_residential
4906134YJ2740F,1928,1928,1_residential
4907801YJ2740F,1975,1975,1_residential
4907802YJ2740F,1972,1972,1_residential
4907803YJ2740F,2007,2007,1_residential
4908901YJ2740H,1956,1956,1_residential
4908902YJ2740H,1956,1956,1_residential
4908903YJ2740H,1957,1957,1_residential
4908904YJ2740H,1994,1995,1_residential
4908905YJ2740H,1966,1966,1_residential
4908906YJ2740H,1964,1964,1_residential
4908907YJ2740H,1965,1965,1_residential
4908908YJ2740H,1975,1975,1_residential
4908909YJ2740H,1974,1974,1_residential
4908910YJ2740H,1972,1972,1_residential
4908911YJ2740H,1969,1969,1_residential
4908912YJ2740H,1965,1965,1_residential
4909201YJ2740H,1968,1968,1_residential
4909202YJ2740H,1995,1995,1_residential
4909204YJ2740H,1945,1945,4_3_publicServices
4909205YJ2740H,1945,1945,3_industrial
4909206YJ2740H,1921,1921,1_residential
4909207YJ2740H,1993,1993,1_residential
4909211YJ2740H,2007,2007,1_residential
4909501YJ2741B,1961,1961,1_residential
4909502YJ2741B,1971,1971,1_residential
4909503YJ2741B,1960,1960,4_2_retail
4909504YJ2751A,1962,1962,1_residential
4909505YJ2751A,1959,1959,1_residential
4909506YJ2751A,1973,1973,1_residential
4909507YJ2741B,1936,1936,1_residential
4909508YJ2741B,1941,1941,4_2_retail
4909509YJ2741B,1935,1935,1_residential
4909510YJ2740H,1958,1958,1_residential
4909511YJ2740H,1992,1992,1_residential
4909512YJ2740H,1973,1973,1_residential
4909513YJ2740H,1971,1971,1_residential
4909514YJ2740H,1945,1945,1_residential
4909515YJ2740H,1943,1943,1_residential
4909516YJ2740H,1943,1943,1_residential
4909517YJ2740H,1950,1950,1_residential
4909518YJ2740H,1943,1943,1_residential
4909519YJ2741B,1943,1943,1_residential
4909520YJ2741B,1961,1961,1_residential
4909521YJ2741B,1961,1961,1_residential
4909522YJ2741B,1960,1960,1_residential
4911101YJ2741B,1965,1965,1_residential
4911102YJ2741B,1965,1965,1_residential
4911103YJ2741B,2001,2001,1_residential
4911104YJ2741B,1960,1960,1_residential
4911105YJ2741B,1984,1984,1_residential
4911106YJ2741B,1978,1978,1_residential
4911901YJ2741B,2002,2002,4_1_office
4911902YJ2741B,1997,1997,1_residential
4911903YJ2741B,1962,1962,1_residential
4911904YJ2741B,1967,1967,1_residential
4911905YJ2741B,1967,1967,1_residential
4911906YJ2741B,1965,1965,1_residential
4911907YJ2741B,1998,1998,1_residential
4911908YJ2741B,2020,2020,1_residential
4912501YJ2741B,1920,1920,4_1_office
4912702YJ2751C,1972,1972,1_residential
4912703YJ2751C,1975,1975,1_residential
4912704YJ2751A,1982,1982,1_residential
4912705YJ2751C,2002,2003,1_residential
4912706YJ2751C,2002,2002,1_residential
4912713YJ2741B,2002,2003,4_1_office
